,CKSAAGP_postivecharger.postivecharger.gap0,DDE_RR,CKSAAP_LV.gap1,CKSAAP_LF.gap1,CKSAAGP_alphaticr.alphaticr.gap5,PAAC_Xc1.I,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_negativecharger.alphaticr.gap4,CTDD_normwaalsvolume.3.residue25,APAAC_Pc1.D,DDE_YP,Z5__18,CTDT_charge.Tr1331,CTDD_hydrophobicity_FASG890101.3.residue75,CTDD_hydrophobicity_CASG920101.3.residue75,GTPC_aromatic.uncharger.alphaticr,GAAC_postivecharge,Z5__41,PAAC_Xc1.S,MSW__7,Z5__39,QSO3_SC_F,CTDD_normwaalsvolume.1.residue25,DDE_MR,CTDD_hydrophobicity_PRAM900101.2.residue0,CTDC_solventaccess.G1,Cougar__1,DDE_KI,CTDD_hydrophobicity_PONP930101.3.residue75,CTDD_hydrophobicity_ENGD860101.1.residue0,ABHPRK__46,CKSAAP_RR.gap2,CKSAAGP_postivecharger.uncharger.gap5,CTDD_hydrophobicity_PRAM900101.2.residue25,APAAC_Pc2.Hydrophilicity.1,CKSAAGP_uncharger.alphaticr.gap1,QSO3_SC_D,ABHPRK__38,CKSAAGP_aromatic.alphaticr.gap5,CTDD_hydrophobicity_FASG890101.2.residue0,CKSAAGP_uncharger.postivecharger.gap0,APAAC_Pc1.M,ABHPRK__60,Ez__16,CKSAAGP_alphaticr.uncharger.gap5,Z3__18,NMBroto_BHAR880101.lag3,MSW__1,ABHPRK__20,CKSAAGP_negativecharger.alphaticr.gap5,MSW__18,Z5__10,ABHPRK__49,NMBroto_BHAR880101.lag2,Z5__42,Z3__16,CKSAAGP_alphaticr.alphaticr.gap3,DDR_H,AAC_F,CTDD_normwaalsvolume.3.residue0,OVPC_Polar,CKSAAGP_alphaticr.negativecharger.gap4,Argos,CKSAAGP_uncharger.postivecharger.gap5,Z3__10,CKSAAGP_postivecharger.alphaticr.gap2,AAC_S,CTDD_hydrophobicity_ARGP820101.3.residue100,CTDD_hydrophobicity_PONP930101.1.residue75,CTDD_hydrophobicity_ARGP820101.1.residue0,CTDD_polarizability.2.residue25,CTDD_hydrophobicity_PONP930101.2.residue100,GTPC_uncharger.uncharger.alphaticr,CTDD_secondarystruct.1.residue0,Z5__11,CTDD_hydrophobicity_CASG920101.3.residue0,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CKSAAGP_postivecharger.alphaticr.gap3,ABHPRK__44,CKSAAGP_uncharger.alphaticr.gap3,CTDD_hydrophobicity_CASG920101.3.residue50,Z5__32,OVP_Aromatic_N1,Ez__15,CKSAAGP_uncharger.alphaticr.gap4,OVP_Polar_N1,MSW__11,Ez__13,AAC_I,CTDD_hydrophobicity_CASG920101.2.residue25,Aliphatic_Index,APAAC_Pc2.Hydrophobicity.1,AAC_V,CTDT_normwaalsvolume.Tr1221,CTDD_secondarystruct.2.residue0,PAAC_Xc1.G,CTDD_hydrophobicity_ZIMJ680101.1.residue25,CTriad_g2.g2.g2,NMBroto_CHAM810101.lag1,Z5__44,Charge_density,CTDC_normwaalsvolume.G3,DDR_P,APAAC_Pc2.Hydrophilicity.2,CKSAAGP_aromatic.alphaticr.gap0,OVP_Aliphatic_C3,Z5__15,PAAC_Xc1.H,CTDD_secondarystruct.1.residue25,CTDD_hydrophobicity_PONP930101.3.residue0,y
59|1|training,-0.41181,-0.25972,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.8929,-0.59804,-0.23896,-0.39617,-0.33747,-1.95077,-1.04487,-0.27799,-0.49484,-2.59316,-0.77503,-0.67004,0.50717,0.24541,-0.19786,-0.18768,0.50246,-1.01227,-0.60563,-0.19103,-1.64314,0.51116,1.03449,-0.26215,2.62202,0.33374,0.04175,-1.04161,-0.55359,-0.1675,-0.31007,1.12859,-0.68514,-0.51802,-0.34371,-0.3123,-0.54147,-0.39335,0.09664,-0.424,-0.37016,-0.30225,-0.51207,-1.22264,0.24242,1.00742,0.47819,0.23571,-0.77506,-0.44141,0.25144,-0.72848,1.7089,-0.28966,-1.3895,-0.4768,-0.63394,-0.59323,-0.76194,-0.87169,1.29065,1.56971,-0.41118,-1.13367,-0.5309,1.17174,-1.67133,-0.91645,-0.13071,-0.48093,-0.45241,-0.77005,-1.13679,0.29415,1.82939,0.02864,-0.76744,-1.14904,0.22299,-0.12281,-0.61523,0.01604,-1.35941,-0.25339,-0.69356,0.548,-0.76152,-0.89619,0.88888,-0.40363,-0.06129,1.15318,-0.52361,0.20489,0.03288,0.03518,-0.68687,-0.43064,1.90196,-0.4677,1.01208,-0.71649,1
60|1|training,-0.41181,-0.25408,-0.15629,-0.21683,-0.67994,0.38827,-0.65535,-0.36697,-0.39505,0.58162,-0.23485,0.9235,3.37436,1.00966,0.07987,-0.27799,0.83058,2.94919,-0.77503,-1.53354,0.67154,0.2392,-0.73486,-0.18357,1.25214,-0.27954,-1.00747,-0.18647,-0.50059,-0.5445,0.26627,-0.26215,-0.47633,1.12056,1.15652,-1.04161,0.82962,2.34661,1.55538,1.74793,-0.68514,-0.51802,-0.34371,0.82107,-0.54147,-0.32834,0.20915,1.41957,-0.37016,-0.30225,0.25468,1.36355,2.86384,0.39245,-1.5001,-0.16655,-0.77506,0.05516,0.36632,-0.25556,-0.04694,-0.28966,-0.51274,-0.4768,-0.87415,1.57472,-0.76194,0.75246,-2.14284,-0.5333,0.21138,0.41003,-0.5309,-0.09263,-1.78436,0.47505,-1.70866,1.56052,-0.45241,-0.77005,0.32379,0.6771,-0.54663,0.02949,-0.76744,0.87029,1.46725,0.52105,1.07197,0.14413,0.83548,-0.38162,0.73584,-1.31096,0.22852,-0.89619,-0.87507,-0.40363,0.07755,-0.38804,-0.3322,1.0233,-0.00553,-0.44762,0.60051,-0.43064,-2.51732,2.11117,-0.34293,0.31924,1
61|1|training,-0.41181,-0.28441,-0.15629,-0.21683,-0.11606,0.24092,0.09998,0.73069,-1.02255,-0.59804,-0.25695,-0.90443,6.34383,-0.67473,-0.58292,-0.27799,0.90981,-0.54063,-0.06017,-0.52731,-3.81501,-0.19858,0.24965,-0.20569,0.36859,-0.42347,1.35993,-0.211,-1.44319,-0.3917,0.97047,2.60811,-0.47633,0.19323,0.06754,-0.33335,-0.55359,0.90998,-0.31007,1.44737,0.33661,-0.51802,-0.34371,-0.48206,-0.54147,0.02187,1.29707,-1.02675,-0.37016,0.76357,-2.63537,-0.39638,-0.89733,0.31194,1.03179,0.34293,-0.77506,-0.44141,-0.10759,-0.85164,0.98775,-0.28966,-0.45239,-0.4768,0.69333,-0.59323,0.0471,-0.08499,-0.52931,-0.12021,-0.38125,0.75657,-0.5309,-0.46517,-0.90292,-1.01308,-1.00735,2.58125,-0.45241,-0.03857,-1.23822,2.6516,1.82939,-0.59029,-0.04174,-1.14904,-1.02525,-0.79335,0.43927,1.08348,-0.7312,-1.09846,-0.69356,-0.48476,-0.89604,0.20375,0.54674,-0.40363,0.13316,-0.23335,0.089,0.6482,-0.75691,-0.47301,-0.68687,-0.43064,0.04367,-0.4677,-0.40947,-0.85721,1
62|1|training,-0.41181,-0.21932,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.39505,-0.59804,5.67806,-0.95026,-0.33747,-2.35911,0.43336,8.0196,-1.07111,0.35543,-0.77503,-0.23464,-0.30101,1.16097,1.23415,-0.15823,0.07407,-0.27954,0.84712,-0.15836,-2.00875,0.06668,-1.42381,-0.26215,-0.47633,-0.11588,-0.3061,-1.04161,-0.55359,-1.24497,-0.31007,0.54567,-0.68514,-0.51802,-0.34371,-0.84659,-0.54147,0.88028,1.39807,-0.07338,-0.37016,-0.30225,0.40154,-0.45199,1.61012,-0.78621,0.70565,-0.59492,-0.77506,-0.44141,1.63009,-0.25556,-1.70245,-0.28966,1.03862,-0.4768,0.85358,-0.59323,-0.76194,-0.14082,-0.7086,3.71564,0.73816,0.75657,-0.5309,-1.08607,-0.70476,0.8152,-0.3937,-0.48093,4.47797,-0.77005,0.68082,0.26347,1.82939,0.81888,-0.76744,0.87029,1.25183,0.36945,-0.61523,-0.32554,-1.35941,0.06987,-0.69356,-1.31096,-0.24498,-0.20518,5.1467,2.74804,1.64112,-3.47582,0.23177,0.42313,-0.63168,0.99363,-0.68687,-0.43064,0.045,-0.4677,-1.40757,-0.17611,1
63|1|training,-0.41181,-0.22753,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.54717,-0.59804,-0.21551,1.83198,-0.33747,0.26104,0.66902,-0.27799,1.04187,-2.5609,-0.77503,-2.7598,4.17381,0.61834,-1.3912,-0.16421,1.84118,-0.66335,-1.58739,-0.165,0.33728,0.88157,0.26627,-0.26215,-0.47633,1.73878,-3.46462,-1.04161,-0.55359,3.06492,-0.31007,-1.05734,-0.68514,1.33005,-0.34371,-0.42312,-0.54147,-0.83485,3.90295,0.70977,-0.37016,-0.30225,-1.62767,-1.15508,1.19221,0.87691,0.24526,-0.43246,-0.77506,-0.11782,1.20884,-0.40006,0.87279,-0.28966,2.42343,-0.4768,-0.50303,-0.59323,-0.76194,0.75246,-1.02732,0.56828,0.38697,0.179,-0.5309,-0.25821,3.07756,1.04196,-0.65669,-0.48093,-0.45241,-0.77005,0.91884,-2.24105,-0.54663,0.58931,-0.76744,-1.14904,-0.5846,0.02607,-0.61523,-0.48209,-1.35941,-2.43304,-0.69356,-1.31096,1.96468,-0.89619,0.68613,-0.40363,-0.00885,0.22647,-0.12638,3.02387,-0.75691,-0.16271,-0.68687,-0.43064,1.21648,0.75672,-0.52037,-0.34123,1
64|1|training,-0.41181,-0.23494,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,1.30002,-0.59804,-0.22091,-0.30165,-0.33747,-1.87786,-1.68758,-0.27799,-0.16555,-0.39718,2.20687,1.65337,0.98117,-0.9673,-0.45357,-0.16962,-0.26252,-1.75995,0.70824,-0.17099,-1.57785,2.33674,1.47347,-0.26215,-0.47633,-0.46915,-0.27073,-1.04161,-0.55359,0.55082,-0.31007,2.37769,1.86923,-0.51802,3.48205,-0.86646,-0.54147,-0.03111,-1.42902,0.8298,-0.37016,-0.30225,2.71036,0.16735,0.8937,1.27551,1.78845,-0.95788,-0.77506,-0.05817,-0.89745,1.35463,1.13557,-0.28966,1.31538,-0.4768,-1.40101,-0.59323,4.78579,0.1144,0.79395,-0.33097,0.13612,-0.72862,-0.5309,0.33312,1.35943,-1.22567,1.79788,-0.48093,-0.45241,-0.77005,-1.46137,0.75768,-0.54663,-1.51257,-0.76744,0.87029,1.86317,-0.51404,-0.61523,0.07704,-0.21654,-0.23481,-0.69356,1.78731,-1.19197,-0.89619,-0.58832,-0.40363,-0.55086,1.44129,0.04332,-1.12016,-0.13744,0.13277,-0.68687,-0.43064,2.13388,1.0642,0.11335,0.24847,1
65|1|training,-0.41181,-0.21932,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,1.43041,-0.59804,-0.20953,0.50668,-0.33747,-0.11326,-1.68758,-0.27799,0.19668,-0.67163,0.18042,1.79961,-3.4318,-0.9673,-0.07852,-0.15823,0.07407,0.87188,-0.39328,-0.15836,-1.00331,2.51136,-0.29709,-0.26215,-0.47633,-0.11588,-0.16129,-1.04161,-0.55359,1.44871,-0.31007,2.14868,-0.68514,-0.51802,-0.34371,-1.37482,-0.54147,-0.46099,1.75276,2.67716,-0.37016,-0.30225,2.56251,1.18218,1.61012,-1.21325,0.07504,-1.14139,-0.77506,-0.20282,-0.89745,1.47849,-0.59877,-0.28966,-0.36567,-0.4768,1.6484,-0.59323,1.827,-3.71397,-1.66476,-0.0612,0.73816,0.06348,-0.5309,1.89424,-2.4692,-1.22567,-1.70866,-0.48093,-0.45241,8.00774,-1.46137,-1.7792,-0.54663,-1.71808,-0.76744,0.87029,-0.16347,-1.4473,-0.61523,0.61381,1.0201,-0.25831,5.02404,1.78731,0.70202,-0.16112,-0.20598,-0.40363,-1.26943,-0.03983,0.57476,-0.77721,-0.75691,-0.05022,-0.68687,-0.43064,0.51479,1.00485,1.78636,0.81458,1
66|1|training,0.52134,-0.25408,-0.15629,-0.21683,0.72976,-0.62401,-0.65535,-0.36697,0.06131,-0.59804,-0.23485,-1.07454,-0.33747,1.00966,-1.68758,-0.27799,0.83058,-0.11535,1.70235,1.21805,-2.62432,-0.9673,-0.73486,-0.18357,-0.51496,-1.43097,1.13704,-0.18647,1.00758,0.67785,1.39299,-0.26215,3.3966,-0.7341,0.82391,0.19784,-0.55359,-0.04778,-0.31007,-0.25583,1.01778,1.16128,-0.34371,-1.42715,-0.54147,-0.61838,0.50739,-0.32932,0.64255,-0.30225,-3.73689,-0.07865,-0.89733,1.41723,1.52319,0.11197,-0.77506,-0.44141,-0.89745,0.17795,1.05673,-0.28966,-0.46203,1.85866,-0.12646,1.57472,3.12147,-3.71397,0.24757,-0.5333,3.37207,0.75657,-0.5309,0.40408,0.78083,-1.22567,-1.70866,1.56052,-0.45241,0.69291,-1.46137,-0.67619,-0.54663,-1.62163,0.82911,0.87029,-0.04707,-1.44702,-0.61523,2.49249,-1.15428,0.09988,-0.69356,-0.62246,-1.19197,-0.26087,-0.87507,-0.40363,0.31032,0.11518,1.63404,0.42313,-0.75691,0.67507,-0.68687,-0.43064,0.14111,-0.4677,0.18939,2.79597,1
67|1|training,-0.41181,-0.21932,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,3.25587,0.49692,-0.20953,-0.28055,-0.33747,-2.35911,-1.68758,-0.27799,0.19668,-3.11649,-0.77503,0.50215,-1.22127,-0.9673,1.23415,-0.15823,1.25214,-1.43097,1.82047,-0.15836,-2.00875,1.28902,-0.29709,-0.26215,-0.47633,1.12056,0.30074,-1.04161,1.59272,-1.24497,-0.31007,0.54567,3.14642,-0.51802,-0.34371,-0.79349,-0.54147,-1.52651,0.67988,-1.1192,-0.37016,-0.30225,-1.14145,-0.08348,-0.89733,1.58394,0.71207,1.35443,-0.77506,-0.44141,-0.89745,3.21254,-0.59877,-0.28966,-1.05751,-0.4768,-0.90071,-0.59323,-0.76194,-0.14082,0.24757,1.82722,-0.3154,0.75657,-0.5309,3.88112,0.20837,-1.22567,2.2362,-0.48093,4.47797,-0.77005,-1.46137,-0.02132,-0.54663,-0.18012,-0.76744,-1.14904,-2.15446,-0.79359,-0.61523,-0.32554,-0.16965,-0.29935,2.16524,0.23817,-0.24498,-0.89619,2.47036,-0.40363,-1.19951,1.45018,0.22672,-0.77721,-0.63168,1.43083,-0.68687,-0.43064,-2.06389,-0.4677,3.91566,-0.17611,1
68|1|training,1.98772,2.04243,-0.15629,-0.21683,-0.67994,-0.62401,0.28882,-0.36697,-0.68547,0.28842,-0.27491,-0.63382,-0.33747,0.60132,0.88326,0.96665,1.23396,0.85823,0.02586,-1.01967,-0.19715,-0.9673,-0.79453,-0.22367,-0.83626,-1.01227,0.81227,-0.23095,0.64196,-0.87786,1.54664,1.70172,1.46013,-1.07131,1.42349,-0.54583,0.24768,0.29428,-0.31007,-0.69302,0.04468,-0.51802,-0.34371,-0.57504,0.51257,2.00202,0.67446,-0.79968,2.23396,-0.30225,0.21109,0.07438,-0.32746,0.95879,0.3862,0.8576,-0.44366,-0.44141,-0.89745,-0.92553,1.7089,-0.28966,-0.50415,-0.4768,0.06603,1.00421,-0.17355,0.14341,1.07334,-0.57622,0.5466,-0.66111,-0.5309,-0.40873,1.34602,1.24811,-0.45632,0.88004,-0.45241,-0.77005,1.13522,-0.81579,1.82939,-1.23061,-0.29787,0.87029,-0.31948,-1.09321,-0.61523,-1.05139,-0.53889,2.19598,-0.69356,0.16441,-0.97675,-0.28003,0.58475,-0.40363,-0.22568,-0.28275,0.72713,1.0233,-0.75691,1.60486,-0.13514,-0.43064,0.46087,-0.4677,-0.19775,-0.94165,1
69|1|training,0.05477,-0.29726,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.58721,-0.59804,-0.26631,-0.95403,-0.33747,-2.30001,-1.12944,-0.27799,0.2634,0.72509,0.01124,-0.67911,-0.92002,1.31799,-1.04576,-0.21505,-0.79398,-0.76435,0.80565,-0.22139,-1.95583,0.13101,1.30404,0.51522,0.71534,-0.0508,0.72963,-0.45834,-0.55359,-0.04778,0.26391,-0.84642,0.16632,-0.51802,-0.34371,-0.46025,0.10717,-0.19856,-0.00176,-0.9502,0.1362,-0.30225,-0.9925,-0.30772,0.42238,0.98312,1.21083,-0.23977,-0.37737,-0.44141,1.09798,-0.66625,0.9696,-0.28966,-0.77728,-0.4768,0.79065,-0.59323,-0.08064,0.75246,1.40503,-0.75693,1.95808,0.027,-0.5309,1.00538,-0.93605,-0.86763,-0.2476,-0.48093,-0.45241,-0.18487,-1.08554,0.91754,-0.54663,-0.18101,-0.19724,0.87029,-0.37206,-0.12644,-0.61523,-0.2761,-1.35941,0.2345,-0.69356,-0.96671,-0.94276,0.91853,0.56875,-0.40363,1.05586,0.45577,-0.07358,0.86536,-0.75691,0.86124,-0.04318,-0.43064,0.8771,-0.4677,0.83379,-0.64539,1
70|1|training,-0.41181,-0.26508,-0.15629,-0.21683,0.25986,-0.62401,-0.65535,-0.36697,-0.92748,-0.59804,-0.24286,-2.20096,-0.33747,0.72893,1.25817,2.21129,0.51363,-0.10357,-0.0615,-0.6305,-1.12582,1.14556,0.24965,-0.19159,0.36859,1.25569,-1.67396,-0.19537,0.75622,-0.64636,-0.67267,-0.26215,-0.47633,0.19323,-1.25952,-1.04161,-0.55359,1.69359,-0.31007,-1.05734,-0.68514,-0.51802,-0.34371,-0.24955,0.86392,-0.68746,0.52857,2.03561,-0.37016,-0.30225,-1.00971,-0.50814,-0.89733,-0.57292,0.73588,-0.01295,-0.0294,-0.44141,1.20884,-0.76132,-0.04694,-0.28966,0.85729,-0.4768,-0.14608,-0.59323,0.31678,0.38026,0.56629,2.14196,-0.491,-1.26493,-0.5309,-0.67214,-1.87787,-0.09186,-0.27416,1.05016,-0.45241,-0.77005,0.62132,0.97399,-0.54663,0.05419,-0.76744,0.87029,1.17997,-0.30185,-0.61523,-0.48209,0.46967,-0.77217,1.68877,-0.18432,-0.40281,-0.89619,0.12856,-0.40363,-0.23805,-0.36117,0.81919,1.52344,-0.75691,-0.15711,-0.68687,-0.43064,0.49965,-0.4677,-0.96397,-0.34123,1
71|1|training,0.03021,-0.3013,-0.15629,-0.21683,-0.67994,0.36422,-0.11583,-0.36697,-0.39505,-0.59804,2.43216,-0.15583,-0.33747,-1.23619,1.67058,-0.27799,1.14752,0.97194,0.8585,-0.24403,-0.18997,-0.9673,-0.40669,-0.218,-0.80948,-2.00668,1.46957,-0.22466,-1.00331,-0.5445,0.82963,0.46949,0.63022,0.19323,-0.16902,-1.04161,-0.55359,-0.67788,-0.31007,-0.85696,2.54144,-0.51802,1.78171,-1.36887,0.06084,0.62648,0.7042,-0.32861,-0.37016,-0.30225,-0.45541,1.21498,1.61012,0.83655,0.3101,0.76271,-0.77506,0.51593,-0.89745,-0.68907,0.5049,-0.28966,-1.45249,0.85775,-0.34112,-0.59323,0.53253,0.52914,0.48661,-0.76936,-0.57879,0.75657,-0.5309,-0.58935,0.67514,2.00571,0.78283,0.28461,-0.45241,-0.77005,1.93043,-0.38436,-0.54663,-1.05034,-0.23526,-1.14904,0.96249,-1.27751,0.22837,-0.0907,-0.9594,-0.61723,-0.69356,-0.98483,0.22852,-0.26782,-0.20598,-0.40363,-0.32611,-0.86754,0.84046,0.72322,-0.40126,0.11265,-0.68687,2.3221,-0.0898,2.0499,-0.87525,0.31924,1
72|1|training,-0.41181,-0.23494,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,0.64807,0.58333,-0.22091,1.60127,-0.33747,-0.27368,0.33237,-0.27799,1.64559,-1.74586,-0.77503,-3.09341,1.62955,0.42132,0.48405,-0.16962,1.42044,-0.11505,-1.11609,-0.17099,-0.1415,0.59054,0.66867,-0.26215,-0.47633,1.29719,-4.56025,-1.04161,1.03841,4.1424,-0.31007,-1.05734,-0.68514,-0.51802,-0.34371,0.6131,-0.54147,0.72942,1.90158,0.4298,-0.37016,-0.30225,-0.48796,-0.07323,0.8937,0.30703,0.20327,0.59514,-0.77506,-0.01493,0.90794,0.73533,1.13557,-0.28966,1.94991,-0.4768,-0.50313,-0.59323,-0.76194,0.1144,-1.25497,0.34346,-0.61642,-0.23355,-0.5309,-0.37647,2.4298,0.71801,0.04461,-0.48093,-0.45241,-0.77005,0.57881,0.51607,-0.54663,-0.45588,-0.76744,-1.14904,-1.34968,0.34321,-0.61523,-0.59392,-0.21654,-2.6443,-0.69356,-0.2782,1.51373,-0.89619,0.36752,-0.40363,0.2434,0.17931,0.49675,2.30938,-0.75691,1.45311,-0.68687,-0.43064,1.08483,0.68297,-0.64711,-0.45916,1
73|1|training,-0.41181,-0.23494,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,2.60392,-0.59804,-0.22091,-1.31906,-0.33747,1.33049,-1.68758,-0.27799,-1.07111,-1.04693,0.12942,1.07126,-0.27781,-0.9673,0.48405,-0.16962,0.57896,-1.75995,1.28899,-0.17099,1.29485,-0.28257,1.47347,-0.26215,-0.47633,0.41402,-0.98965,0.9415,-0.55359,-1.24497,-0.31007,-0.48483,-0.68514,-0.51802,-0.34371,-0.7465,-0.54147,-0.21189,0.59572,-0.75105,-0.37016,-0.30225,1.57513,-1.31383,0.8937,1.63261,-0.1097,-1.06032,-0.77506,-0.44141,-0.89745,2.59324,1.13557,-0.28966,-1.11389,-0.4768,0.38598,-0.59323,1.0873,0.1144,0.11097,-0.33097,-0.61642,-1.22368,3.26359,3.88112,0.0851,-1.22567,0.04461,-0.48093,-0.45241,-0.77005,-1.46137,-0.13006,-0.54663,-0.42837,-0.76744,0.87029,-0.65038,-0.38564,-0.61523,2.76087,-1.35941,-0.19917,-0.69356,-0.2782,0.16088,-0.20036,-0.58832,-0.40363,1.35493,-0.75499,-0.98624,-1.12016,-0.27936,-0.08819,-0.68687,-0.43064,0.17185,-0.4677,3.91566,3.07903,1
74|1|training,-0.41181,-0.31282,-0.15629,-0.21683,0.64683,0.35171,-0.21104,-0.36697,-1.10936,-0.59804,-0.27764,0.58664,-0.33747,0.17967,0.92518,0.90738,0.03131,-0.47723,0.03139,0.09216,-0.05839,-0.20007,-0.24974,-0.2264,-0.8479,0.92194,-0.57946,-0.23398,0.483,-0.88994,-0.34608,-0.26215,-0.47633,-0.27715,-0.5126,-0.09727,-0.55359,-0.26545,0.56779,-0.70886,0.01151,-0.51802,-0.34371,0.38601,-0.04545,-0.07235,-0.0457,0.42619,-0.37016,-0.30225,0.24196,0.51352,0.73796,-0.99908,0.86358,-0.83768,1.10872,1.05723,-0.34798,-0.9341,-0.40683,-0.28966,-0.8251,0.07272,1.09402,1.68312,-0.19913,0.16989,-0.95803,-0.59488,-0.68186,0.75657,0.37255,-0.87011,0.27726,0.25322,0.44308,0.80841,-0.45241,-0.77005,0.09094,-0.59526,1.82939,0.04057,0.11953,0.87029,0.07613,0.13129,0.11834,-0.65226,0.38866,-0.38368,-0.69356,0.379,0.04324,1.58546,-0.08962,-0.40363,0.99716,-0.07592,-0.06916,-0.15094,-0.75691,-0.66744,0.36644,-0.43064,0.32362,2.01802,-0.71324,-0.5207,1
75|1|training,-0.41181,-0.24177,-0.15629,-0.21683,-0.67994,-0.62401,6.89801,-0.36697,2.11495,-0.59804,-0.22588,-1.31308,-0.33747,1.43075,-1.68758,-0.27799,-0.27874,0.96162,0.22396,2.14847,-2.07014,-0.9673,-0.57078,-0.17459,-0.3677,-0.42347,-0.71073,-0.17651,-0.50059,0.37226,-0.43793,-0.26215,-0.47633,-0.57954,-0.11158,2.26358,-0.55359,0.29428,-0.31007,-0.5564,1.50432,-0.51802,-0.34371,-1.85811,-0.54147,-1.01121,-0.43874,1.58951,-0.37016,-0.30225,2.2074,0.7058,0.66982,0.48589,-1.32605,-0.56782,0.71627,0.0984,-0.89745,2.12876,-0.73673,-0.28966,-0.28993,-0.4768,-0.77619,-0.59323,0.85615,-2.03906,-0.82812,-0.41528,-0.05201,0.32339,2.63117,2.63932,1.08176,-1.22567,-0.95726,-0.48093,-0.45241,1.4244,-1.46137,0.85876,-0.54663,-0.895,4.55441,0.87029,1.47741,-1.56611,-0.61523,1.08348,0.3842,0.01368,2.87994,1.3447,-0.6001,-0.89619,-0.7078,-0.40363,0.32253,1.03847,-0.02302,-1.22733,-0.13744,0.01034,-0.68687,-0.43064,0.6868,1.07194,2.58485,1.30993,1
76|1|training,-0.41181,-0.2702,-0.15629,-0.21683,0.1256,0.38328,-0.65535,-0.36697,-0.95673,-0.59804,-0.2466,0.18058,-0.33747,0.40501,0.75966,-0.27799,0.39172,-0.80292,0.05749,-0.68521,-0.62434,-0.9673,1.63805,-0.19533,-0.65089,0.07474,-1.28806,-0.19951,0.46619,-0.68553,0.48295,-0.26215,1.73677,-0.87676,-1.3963,0.76122,-0.55359,1.44871,-0.31007,-0.13252,-0.68514,-0.51802,-0.34371,1.23992,-0.54147,0.60953,-0.81903,1.15929,-0.37016,-0.30225,0.28286,0.61976,1.03148,-0.40524,0.0629,0.24439,-0.11225,1.21082,-0.89745,-0.78911,1.01429,-0.28966,0.88254,0.85775,-0.72581,0.92434,0.23381,0.06532,-0.04664,0.08407,-0.55853,0.49,1.19387,-0.70398,-1.08117,-0.17907,0.92125,0.88004,-0.45241,-0.77005,-0.36281,0.04121,1.82939,0.8833,0.2304,0.87029,0.98901,0.78022,0.68262,-0.90359,1.10215,-0.66557,-0.69356,-0.2782,0.26495,-0.89619,-0.00011,-0.40363,0.47541,0.06567,0.31578,0.3308,-0.75691,0.9566,-0.68687,-0.43064,1.76029,0.81538,-0.99809,-0.40473,1
77|1|training,0.28805,-0.2702,-0.15629,-0.21683,-0.67994,-0.62401,1.50275,-0.36697,-0.25463,-0.59804,-0.2466,0.12506,-0.33747,-0.02689,0.48775,-0.27799,-0.09589,1.19725,0.04905,0.00863,-0.05246,-0.9673,-0.88632,-0.19533,-0.65089,-1.25383,-0.16959,-0.19951,1.23961,-0.2154,-0.38376,-0.26215,3.94988,-0.87676,0.25139,0.76122,-0.55359,-0.34708,-0.31007,-0.74907,0.59205,1.28903,3.13425,-1.04094,0.66315,-0.71441,-1.27438,0.522,-0.37016,-0.30225,0.2443,-0.96796,0.06707,-2.08456,2.53171,-0.09155,-0.11225,0.75154,-0.89745,-0.12217,0.16531,-0.28966,-0.1896,-0.4768,-0.46001,0.92434,0.23381,0.75246,0.68887,-0.64225,-0.55853,-1.64258,2.91864,0.0602,0.01365,0.86753,-0.3937,0.88004,1.19105,-0.77005,0.73575,0.41937,-0.54663,-0.37454,1.22825,0.87029,2.0136,-0.75007,-0.61523,-0.18102,-0.90181,0.31831,0.40598,-0.2782,-0.82774,-0.89619,-1.02947,-0.40363,0.03035,-0.04809,-0.06007,0.3308,-0.27269,-0.15391,-0.68687,-0.43064,0.35219,0.80238,-0.17914,1.50045,1
